  4600   -0.75020397E+0001   -0.59934741E+0001   -0.60435836E+0001   -0.11847791E+0002   -0.60210995E+0001   -0.59264200E+0001   -0.60921267E+0001   -0.59899830E+0001   -0.11611615E+0002   -0.59429598E+0001   -0.60092642E+0001   -0.87635072E+0001   -0.87885157E+0001   -0.87863401E+0001   -0.87720210E+0001   -0.87119224E+0001   -0.87607508E+0001   -0.87615403E+0001   -0.88345807E+0001   -0.60117666E+0001   -0.60446173E+0001
  4800   -0.75018406E+0001   -0.59917901E+0001   -0.60422782E+0001   -0.11865307E+0002   -0.60220849E+0001   -0.59235669E+0001   -0.60885270E+0001   -0.59929424E+0001   -0.11611471E+0002   -0.59494068E+0001   -0.60077456E+0001   -0.87631672E+0001   -0.87750319E+0001   -0.87789207E+0001   -0.87629449E+0001   -0.87010274E+0001   -0.87634311E+0001   -0.87688685E+0001   -0.88234614E+0001   -0.60197699E+0001   -0.60480760E+0001
  5000   -0.75018745E+0001   -0.59935500E+0001   -0.60448505E+0001   -0.11872157E+0002   -0.60198033E+0001   -0.59171896E+0001   -0.60891572E+0001   -0.59920422E+0001   -0.11614715E+0002   -0.59539933E+0001   -0.60015766E+0001   -0.87635642E+0001   -0.87703754E+0001   -0.87884493E+0001   -0.87605902E+0001   -0.86991066E+0001   -0.87640807E+0001   -0.87610414E+0001   -0.88258453E+0001   -0.60207224E+0001   -0.60430437E+0001
  5200   -0.75013562E+0001   -0.59919544E+0001   -0.60399861E+0001   -0.11874037E+0002   -0.60220632E+0001   -0.59214879E+0001   -0.60996063E+0001   -0.59895461E+0001   -0.11614655E+0002   -0.59353075E+0001   -0.59853291E+0001   -0.87622506E+0001   -0.87716498E+0001   -0.87714304E+0001   -0.87613330E+0001   -0.87030274E+0001   -0.87548171E+0001   -0.87701606E+0001   -0.88372645E+0001   -0.60160642E+0001   -0.60429281E+0001
  5400   -0.75012149E+0001   -0.59894997E+0001   -0.60367335E+0001   -0.11874922E+0002   -0.60220861E+0001   -0.59247128E+0001   -0.60980313E+0001   -0.59865648E+0001   -0.11587780E+0002   -0.59321694E+0001   -0.59953629E+0001   -0.87722844E+0001   -0.87813434E+0001   -0.87651786E+0001   -0.87763119E+0001   -0.87150966E+0001   -0.87720912E+0001   -0.87495582E+0001   -0.88325023E+0001   -0.60136974E+0001   -0.60447092E+0001
  5600   -0.75004087E+0001   -0.59895244E+0001   -0.60364136E+0001   -0.11885966E+0002   -0.60283970E+0001   -0.59185770E+0001   -0.60933576E+0001   -0.59780814E+0001   -0.11578005E+0002   -0.59401387E+0001   -0.60039149E+0001   -0.87688142E+0001   -0.87767653E+0001   -0.87465996E+0001   -0.87810998E+0001   -0.87066636E+0001   -0.87845667E+0001   -0.87465616E+0001   -0.88197722E+0001   -0.60215255E+0001   -0.60356649E+0001
  5800   -0.74986741E+0001   -0.59815093E+0001   -0.60425480E+0001   -0.11888731E+0002   -0.60228526E+0001   -0.59212069E+0001   -0.60940949E+0001   -0.59753206E+0001   -0.11567797E+0002   -0.59344827E+0001   -0.60054419E+0001   -0.87677095E+0001   -0.87727181E+0001   -0.87368471E+0001   -0.87759546E+0001   -0.86958477E+0001   -0.87997828E+0001   -0.87439790E+0001   -0.88223151E+0001   -0.60285552E+0001   -0.60377520E+0001
  6000   -0.74975587E+0001   -0.59840235E+0001   -0.60415865E+0001   -0.11883168E+0002   -0.60259923E+0001   -0.59196671E+0001   -0.60986491E+0001   -0.59762277E+0001   -0.11563647E+0002   -0.59289514E+0001   -0.60056409E+0001   -0.87584406E+0001   -0.87660388E+0001   -0.87482360E+0001   -0.87766787E+0001   -0.87018752E+0001   -0.87813867E+0001   -0.87622138E+0001   -0.88199725E+0001   -0.60233023E+0001   -0.60442497E+0001
  6200   -0.74963069E+0001   -0.59827468E+0001   -0.60442313E+0001   -0.11865425E+0002   -0.60299715E+0001   -0.59157491E+0001   -0.61003673E+0001   -0.59705020E+0001   -0.11560119E+0002   -0.59392335E+0001   -0.60075341E+0001   -0.87552262E+0001   -0.87797512E+0001   -0.87549524E+0001   -0.87853327E+0001   -0.86875231E+0001   -0.87598223E+0001   -0.87690287E+0001   -0.88252689E+0001   -0.60213297E+0001   -0.60413293E+0001
  6400   -0.74966830E+0001   -0.59790443E+0001   -0.60345756E+0001   -0.11863777E+0002   -0.60324243E+0001   -0.59239114E+0001   -0.61206673E+0001   -0.59689719E+0001   -0.11528510E+0002   -0.59466710E+0001   -0.60099740E+0001   -0.87606788E+0001   -0.87749512E+0001   -0.87505365E+0001   -0.87763760E+0001   -0.86862154E+0001   -0.87724364E+0001   -0.87697032E+0001   -0.88550016E+0001   -0.60258811E+0001   -0.60395429E+0001
  6600   -0.74947723E+0001   -0.59776936E+0001   -0.60331380E+0001   -0.11863011E+0002   -0.60293625E+0001   -0.59242799E+0001   -0.60998250E+0001   -0.59643036E+0001   -0.11478393E+0002   -0.59460353E+0001   -0.60086762E+0001   -0.87648260E+0001   -0.87792773E+0001   -0.87411545E+0001   -0.87688714E+0001   -0.86897329E+0001   -0.87741307E+0001   -0.87892920E+0001   -0.88251439E+0001   -0.60255441E+0001   -0.60403153E+0001
  6800   -0.74946563E+0001   -0.59798868E+0001   -0.60315306E+0001   -0.11874998E+0002   -0.60252397E+0001   -0.59245959E+0001   -0.61281107E+0001   -0.59678737E+0001   -0.11444040E+0002   -0.59285411E+0001   -0.60131206E+0001   -0.87696931E+0001   -0.87735354E+0001   -0.87439096E+0001   -0.87734953E+0001   -0.86912194E+0001   -0.87747355E+0001   -0.87857255E+0001   -0.88529434E+0001   -0.60158882E+0001   -0.60409919E+0001
  7000   -0.74931029E+0001   -0.59838339E+0001   -0.60315457E+0001   -0.11881400E+0002   -0.60236136E+0001   -0.59259066E+0001   -0.61044382E+0001   -0.59790859E+0001   -0.11455734E+0002   -0.59326156E+0001   -0.60053575E+0001   -0.87713864E+0001   -0.87592348E+0001   -0.87381206E+0001   -0.87742777E+0001   -0.86918907E+0001   -0.87700380E+0001   -0.87877237E+0001   -0.88285643E+0001   -0.60066934E+0001   -0.60407393E+0001
  7200   -0.74923767E+0001   -0.59831181E+0001   -0.60311697E+0001   -0.11853273E+0002   -0.60227607E+0001   -0.59217991E+0001   -0.60974948E+0001   -0.59724554E+0001   -0.11462715E+0002   -0.59349092E+0001   -0.60059162E+0001   -0.87722348E+0001   -0.87731654E+0001   -0.87351272E+0001   -0.87806234E+0001   -0.86881014E+0001   -0.87879190E+0001   -0.87737217E+0001   -0.88061882E+0001   -0.60117597E+0001   -0.60465510E+0001
  7400   -0.74918590E+0001   -0.59828845E+0001   -0.60343778E+0001   -0.11863449E+0002   -0.60278137E+0001   -0.59207049E+0001   -0.60973514E+0001   -0.59793712E+0001   -0.11464485E+0002   -0.59372288E+0001   -0.60037338E+0001   -0.87648010E+0001   -0.87647369E+0001   -0.87304640E+0001   -0.87631181E+0001   -0.86781032E+0001   -0.87862257E+0001   -0.87682130E+0001   -0.88130949E+0001   -0.60058718E+0001   -0.60491019E+0001
  7600   -0.74916869E+0001   -0.59815910E+0001   -0.60390299E+0001   -0.11860624E+0002   -0.60177954E+0001   -0.59150896E+0001   -0.60950669E+0001   -0.59842032E+0001   -0.11477293E+0002   -0.59363340E+0001   -0.59930558E+0001   -0.87577921E+0001   -0.87639935E+0001   -0.87184428E+0001   -0.87723957E+0001   -0.86774169E+0001   -0.87671907E+0001   -0.87734722E+0001   -0.88187892E+0001   -0.60124425E+0001   -0.60541198E+0001
  7800   -0.74913371E+0001   -0.59823931E+0001   -0.60300468E+0001   -0.11861003E+0002   -0.60172953E+0001   -0.59205763E+0001   -0.61130645E+0001   -0.59813080E+0001   -0.11449633E+0002   -0.59364823E+0001   -0.59882216E+0001   -0.87588897E+0001   -0.87639495E+0001   -0.87221387E+0001   -0.87734153E+0001   -0.86957777E+0001   -0.87685923E+0001   -0.87702487E+0001   -0.88538950E+0001   -0.60124637E+0001   -0.60500672E+0001
  8000   -0.74913724E+0001   -0.59828743E+0001   -0.60302198E+0001   -0.11857436E+0002   -0.60100350E+0001   -0.59203483E+0001   -0.60884566E+0001   -0.59771817E+0001   -0.11482407E+0002   -0.59330542E+0001   -0.59965858E+0001   -0.87661562E+0001   -0.87723309E+0001   -0.87225476E+0001   -0.87706820E+0001   -0.87013006E+0001   -0.87549631E+0001   -0.87750573E+0001   -0.88120234E+0001   -0.60136692E+0001   -0.60482219E+0001
  8200   -0.74916304E+0001   -0.59770835E+0001   -0.60324769E+0001   -0.11847202E+0002   -0.60176207E+0001   -0.59189471E+0001   -0.61134041E+0001   -0.59786867E+0001   -0.11480970E+0002   -0.59321317E+0001   -0.59898839E+0001   -0.87732295E+0001   -0.87758459E+0001   -0.87256582E+0001   -0.87697150E+0001   -0.86789685E+0001   -0.87576941E+0001   -0.87734267E+0001   -0.88398584E+0001   -0.60156749E+0001   -0.60518911E+0001
  8400   -0.74896175E+0001   -0.59782959E+0001   -0.60340257E+0001   -0.11842622E+0002   -0.60142035E+0001   -0.59084322E+0001   -0.61292073E+0001   -0.59750598E+0001   -0.11453894E+0002   -0.59164319E+0001   -0.59917368E+0001   -0.87706782E+0001   -0.87673022E+0001   -0.87332018E+0001   -0.87687151E+0001   -0.86731313E+0001   -0.87683380E+0001   -0.87847460E+0001   -0.88497628E+0001   -0.60164288E+0001   -0.60529555E+0001
  8600   -0.74890032E+0001   -0.59840254E+0001   -0.60404063E+0001   -0.11860205E+0002   -0.60200706E+0001   -0.58980150E+0001   -0.61261234E+0001   -0.59764929E+0001   -0.11457559E+0002   -0.59177086E+0001   -0.59905156E+0001   -0.87685183E+0001   -0.87591205E+0001   -0.87333398E+0001   -0.87645898E+0001   -0.86684700E+0001   -0.87646420E+0001   -0.87800980E+0001   -0.88174882E+0001   -0.60126700E+0001   -0.60514439E+0001
  8800   -0.74900143E+0001   -0.59873180E+0001   -0.60461990E+0001   -0.11865376E+0002   -0.60152098E+0001   -0.59147851E+0001   -0.61349515E+0001   -0.59756445E+0001   -0.11453324E+0002   -0.59135487E+0001   -0.60017404E+0001   -0.87688134E+0001   -0.87587277E+0001   -0.87231543E+0001   -0.87780891E+0001   -0.86813073E+0001   -0.87550238E+0001   -0.87680561E+0001   -0.88325145E+0001   -0.60111507E+0001   -0.60443165E+0001
  9000   -0.74880616E+0001   -0.59822642E+0001   -0.60342747E+0001   -0.11867241E+0002   -0.60242822E+0001   -0.58932318E+0001   -0.61349938E+0001   -0.59712500E+0001   -0.11451550E+0002   -0.59068401E+0001   -0.59932092E+0001   -0.87533329E+0001   -0.87503284E+0001   -0.87372623E+0001   -0.87627818E+0001   -0.86547402E+0001   -0.87803605E+0001   -0.87513393E+0001   -0.88484455E+0001   -0.60053032E+0001   -0.60452918E+0001
  9200   -0.74888670E+0001   -0.59806527E+0001   -0.60366025E+0001   -0.11852134E+0002   -0.60267248E+0001   -0.59008378E+0001   -0.61290469E+0001   -0.59703347E+0001   -0.11440662E+0002   -0.59068842E+0001   -0.60075232E+0001   -0.87619725E+0001   -0.87512324E+0001   -0.87424119E+0001   -0.87674439E+0001   -0.86653640E+0001   -0.87817295E+0001   -0.87498364E+0001   -0.88491537E+0001   -0.60085010E+0001   -0.60486645E+0001
  9400   -0.74890524E+0001   -0.59771628E+0001   -0.60393891E+0001   -0.11844019E+0002   -0.60250730E+0001   -0.58891893E+0001   -0.61263105E+0001   -0.59606313E+0001   -0.11460091E+0002   -0.59148893E+0001   -0.60346363E+0001   -0.87503358E+0001   -0.87506045E+0001   -0.87397195E+0001   -0.87722876E+0001   -0.86589162E+0001   -0.88021236E+0001   -0.87351744E+0001   -0.88486770E+0001   -0.60155830E+0001   -0.60447331E+0001
  9600   -0.74876498E+0001   -0.59788164E+0001   -0.60447952E+0001   -0.11843899E+0002   -0.60266363E+0001   -0.58868752E+0001   -0.61284296E+0001   -0.59573061E+0001   -0.11456688E+0002   -0.59197323E+0001   -0.60355621E+0001   -0.87560858E+0001   -0.87551444E+0001   -0.87471898E+0001   -0.87699247E+0001   -0.86634967E+0001   -0.87926004E+0001   -0.87293781E+0001   -0.88435914E+0001   -0.60216970E+0001   -0.60428943E+0001
  9800   -0.74860320E+0001   -0.59785373E+0001   -0.60470202E+0001   -0.11839898E+0002   -0.60248090E+0001   -0.58809854E+0001   -0.61461223E+0001   -0.59611988E+0001   -0.11413339E+0002   -0.59148958E+0001   -0.60117822E+0001   -0.87572180E+0001   -0.87605954E+0001   -0.87540082E+0001   -0.87685918E+0001   -0.86576210E+0001   -0.87793331E+0001   -0.87550189E+0001   -0.88484744E+0001   -0.60213903E+0001   -0.60440044E+0001
 10000   -0.74847922E+0001   -0.59813119E+0001   -0.60455450E+0001   -0.11818981E+0002   -0.60254993E+0001   -0.58938185E+0001   -0.61372359E+0001   -0.59710902E+0001   -0.11393606E+0002   -0.59095794E+0001   -0.60267905E+0001   -0.87707679E+0001   -0.87599280E+0001   -0.87513858E+0001   -0.87531858E+0001   -0.86563569E+0001   -0.88137897E+0001   -0.87317275E+0001   -0.88543222E+0001   -0.60121459E+0001   -0.60427991E+0001
